feature_name,coef
timestep@1 224965_value_Unable to stage; wound is covered with eschar,-0.00841359029214687
timestep@2 224561_value_Excoriation,-0.008410927461013065
timestep@2 227960_value_No,-0.008410131120794388
"timestep@0 225152_Rate_value_(13.333, 16.667]",-0.008405733263274918
timestep@1 227585_value_Negative,-0.008403496819856934
timestep@3 220048: A Paced_value_1.0,-0.008402610402751877
"timestep@1 227523_Rate_value_(0.8333333100000003, 17.499999309999986]",-0.008390425494468565
"timestep@1 225155_Rate_value_(0.0001333332401, 0.0008333333897]",-0.008388993315111054
timestep@1 223783: Both Legs_value_1.0,-0.00838881793808209
timestep@3 225850_value_1.0,-0.008387068673253553
timestep@3 228016_value_Grade 0,-0.008380764217293153
timestep@0 224944_value_Not applicable,-0.008378514557196346
timestep@3 224902_value_Serosanguineous,-0.0083783281674828
timestep@2 227668_value_All rails up - specialty beds ONLY,-0.008378215001361157
timestep@2 225072_value_With spouse,-0.00837771324760008
timestep@2 227241_value_Diastolic,-0.00837730614173301
"timestep@1 224951_value_(4.0, 15.0]",-0.008373530549362719
"timestep@0 225155_Rate_value_(0.0008336579599, 0.00083682011]",-0.008362103750042846
"timestep@1 226561_value_(350.0, 500.0]",-0.008358009719415286
timestep@2 224850_value_None,-0.008354071632102639
"timestep@2 51144_value_(1.0, 4.0]",-0.00835162876144381
timestep@1 225135: Pastoral Services_value_1.0,-0.008350026357423617
timestep@0 225099: Not assessed_value_1.0,-0.008348140267321287
timestep@2 225814_value_1.0,-0.008345765099178103
timestep@2 51464_value_SM,-0.008336347914595432
timestep@2 225099: Intact_value_1.0,-0.008325191334482477
"timestep@1 225910_Dose_value_(0.999, 2.0]",-0.00832470865937665
timestep@1 225910_InputRoute: Drug Push_value_1.0,-0.00832470865937665
timestep@1 228334_value_Yes,-0.008320541826909719
timestep@3 227088_value_Floor,-0.008316816927957325
timestep@2 225234: Redness_value_1.0,-0.008314526343554845
"timestep@3 225151_Rate_value_(0.116, 0.154]",-0.008308626228605858
timestep@1 223976_value_Flushed,-0.00830701677069811
timestep@0 223953_value_Sanguinous,-0.008305121346787939
"timestep@0 227522_Rate_value_(0.833333309999998, 0.83333331]",-0.00830440483396306
timestep@1 223982_value_Flushed,-0.008295998873764409
"timestep@2 RR_max_(-0.001, 15.0]",-0.008294340297621475
timestep@3 224862_value_4 mm,-0.008293844423976566
timestep@1 224945_value_Pressure ulcer,-0.008293280845409567
timestep@3 224640_value_MICU/SICU,-0.008291972973745827
timestep@2 224944_value_Vascular wound; arterial,-0.008289984529967289
timestep@0 220864_value_1.0,-0.008289152974626617
"timestep@3 225980_value_(30.0, 40.0]",-0.008288092132786177
"timestep@0 225280_value_(-0.001, 1.0]",-0.008284607507936338
timestep@2 223820_value_Very Mild,-0.00828225285830807
timestep@2 224427_value_20 cm,-0.00827947703053271
timestep@2 225137: None_value_1.0,-0.00827801396928897
timestep@2 224800_value_Bruit Yes,-0.008277490031618713
timestep@1 224281: Bleeding_value_1.0,-0.008268650234188536
timestep@3 225357_value_Sharp,-0.008266998838920908
timestep@0 224940_value_1.0,-0.008256891022254466
"timestep@1 50904_value_(61.0, 110.0]",-0.008255907609944596
"timestep@2 DiaBP_min_(-0.001, 50.0]",-0.008255483392960521
timestep@2 223898_value_Oriented x2,-0.008253689820240282
"timestep@2 226724_value_(-0.683, -0.47]",-0.008252666186884016
"timestep@1 50816_value_(40.0, 54.0]",-0.00825028508772968
timestep@3 225837_Dose_value_1.0,-0.00824834620066118
timestep@3 225837_value_1.0,-0.00824834620066118
"timestep@2 50912_value_(0.7, 0.9]",-0.00824814543538051
timestep@3 223930_value_10 cm,-0.008246363191691752
timestep@0 223976_value_Flushed,-0.008245241863698185
timestep@2 224093_value_Prone,-0.008241040190108849
timestep@0 224933_value_1.0,-0.008238851860453865
timestep@0 223987_value_Clear,-0.008230444698342654
"timestep@2 228137_value_(-0.001, 1.0]",-0.008230348328496789
timestep@2 51466_value_TR,-0.008229300497544789
timestep@3 223791_value_Mild to Moderate,-0.008227898262921168
timestep@0 228339_value_1.0,-0.008222917580822024
timestep@0 228308: CXR_value_1.0,-0.008221458229089295
"timestep@2 226364_Amount_value_(1800.0, 2500.0]",-0.00821860484221408
timestep@0 223982_value_Mottled,-0.008210536107567265
timestep@2 223795_value_Grimace Scale,-0.008209763144926897
timestep@3 224890_value_Wound Cleanser,-0.00820431572756293
"timestep@2 228345_value_Delayed, weak swallow; OR NPO, moderate aspiration.",-0.008192694926294082
timestep@1 224089: Ace wraps _value_1.0,-0.008188586198833428
timestep@0 220048: RBBB (Right Bundle Branch Block) _value_1.0,-0.008187601515406866
timestep@1 222021_value_1.0,-0.00818543885265012
"timestep@3 228098_value_(-0.001, 1.0]",-0.008177148990761173
timestep@2 224937: Therapeutic Ointment_value_1.0,-0.008176856282979844
timestep@2 225881_value_1.0,-0.008174124231051499
"timestep@2 224032: Hand, Right_value_1.0",-0.008171418669518883
timestep@3 224263_value_1.0,-0.008170914426393915
"timestep@1 224563_value_(0.5, 1.0]",-0.00816908692210891
ETHNICITY_value:WHITE - RUSSIAN,-0.008163494033989404
"timestep@2 226631_value_(236.0, 425.0]",-0.00816121388873481
"timestep@0 225757_value_(-0.724, 0.0163]",-0.008159613295686706
timestep@3 223797_value_Nipple Line,-0.00815901926660655
"timestep@2 227126_value_(0.0393, 0.095]",-0.008158357828782038
"timestep@2 50861_value_(-0.001, 15.0]",-0.008154843264617987
timestep@2 226543_value_Protestant ,-0.008151703980622765
timestep@1 223935_value_Absent,-0.008149912804076372
timestep@1 224988_value_No,-0.00813887207859629
"timestep@1 51249_value_(33.3, 34.0]",-0.008138550245147641
"timestep@3 225766_value_(-1.0659999999999998, -0.646]",-0.008137817336265483
timestep@2 224085_value_1.0,-0.008137040384881607
"timestep@2 226179_value_(-0.001, 1.0]",-0.008135586094942878
timestep@0 225879_InputRoute_value_Drug Push,-0.008125634686317669
timestep@2 227487_value_Normal Saline,-0.00810848964435258
"timestep@2 226626_value_(450.0, 4000.0]",-0.008107996111132403
"timestep@2 228339_Rate_value_(0.9999999999999998, 1.0]",-0.008106365608064148
"timestep@0 226628_value_(108.0, 195.2]",-0.008106293259581038
"timestep@2 221744_Amount_value_(0.05, 0.1]",-0.008100457187784332
timestep@3 223783: Left Foot_value_1.0,-0.008098762017690045
timestep@3 225341_value_Sharp,-0.00809536497988063
timestep@1 227684: Pain evaluated and treated_value_1.0,-0.00809486957580951
"timestep@0 227488_value_(1000.0, 3000.0]",-0.008092598996908085
"timestep@0 224032: Hip, Left_value_1.0",-0.008091384129654888
timestep@0 225054_value_1.0,-0.008088230160025904
timestep@1 224938: Mepilex Foam Dressing_value_1.0,-0.008083271517931076
"timestep@0 225159_Rate_value_(1.667, 2.083]",-0.00808228673402168
"timestep@3 224032: Gluteal, Right_value_1.0",-0.008080673014546269
"timestep@2 225128_value_(-3.002, -1.859]",-0.008079542693443574
"timestep@2 226375_Amount_value_(3560.0, 8800.0]",-0.00807915893869976
"timestep@2 224032: Leg, Right Upper_value_1.0",-0.008075701174550096
timestep@2 224972: Excoriated_value_1.0,-0.008071347428173227
timestep@2 51267_value_OCCASIONAL,-0.008065677030786457
timestep@0 224073: Hypertension_value_1.0,-0.008064738920631889
"timestep@2 228409_value_Lifts against gravity, no resistance",-0.008059290246280926
"timestep@2 224032: Gluteal, Left_value_1.0",-0.008058105224774886
"timestep@3 226579_value_(-0.001, 100.0]",-0.008054961621108104
timestep@3 51464_value_NEG,-0.008053671728588233
timestep@2 224031: Left Hand_value_1.0,-0.008053559031652321
"timestep@3 DiaBP_value_(-0.001, 52.0]",-0.008053047872352235
"timestep@2 226724_value_(-0.47, -0.00622]",-0.008051122805856828
timestep@2 224073_value_1.0,-0.00805041689899139
timestep@2 224015_value_Nephrostomy,-0.008047690000249954
"timestep@0 50910_value_(79.0, 146.0]",-0.008046047555897561
"timestep@0 50902_value_(106.0, 109.0]",-0.008043492995182774
"timestep@1 227126_value_(-1.85, -0.868]",-0.008043257803150477
timestep@1 224931: Abdominal_value_1.0,-0.008040773100747847
"timestep@3 224032: Back, Lower_value_1.0",-0.008040483504525998
timestep@3 223823_value_Yes,-0.008031422849400068
"timestep@2 224562_value_(2.0, 3.0]",-0.008030426410110847
timestep@2 224259_value_Serosanguineous,-0.00802774447225728
timestep@0 225158_InputRoute: Bolus_value_1.0,-0.008026008014600827
timestep@2 226105: Delirium_value_1.0,-0.008025751721676088
timestep@2 228339_value_1.0,-0.008024162159361834
timestep@3 225014_value_None,-0.008021881673204992
"timestep@0 227790_value_(0.0498, 0.0851]",-0.008018173132985251
timestep@1 224409_value_Severe to Worse,-0.008017211496450703
timestep@1 226544_value_Spanish,-0.008015343858584162
timestep@2 227585_value_Negative,-0.008014038268589466
"timestep@2 50925_value_(3.599, 10.02]",-0.008013372552183512
"timestep@2 50956_value_(26.0, 42.0]",-0.008010857854864979
"timestep@0 50883_value_(2.58, 4.5]",-0.008007325149548222
"timestep@1 50905_value_(61.0, 81.2]",-0.008005559986151179
timestep@2 224073: Smoking_value_1.0,-0.008003939763374109
timestep@1 220048: 1st AV (First degree AV Block) _value_1.0,-0.008003356951216975
timestep@1 228296_value_Hydromorphone 20mg / 100mL,-0.00800289861884473
timestep@2 227968_value_No,-0.007996010018614406
timestep@1 224944_value_Abrasion,-0.007994463974162088
"timestep@1 226363_Amount_value_(300.0, 500.0]",-0.007991963624451991
"timestep@2 225832_Rate_value_(0.00248, 0.833]",-0.007985324763266402
timestep@0 223926_value_Ventricular,-0.007985061130416523
timestep@3 224939: Dry Sterile Dressing_value_1.0,-0.007982707904040019
"timestep@3 227361_value_(-122.93700000000001, -0.967]",-0.007980723976894546
timestep@0 226586_value_Large,-0.007979247552407314
timestep@1 226732: Venti mask _value_1.0,-0.007977909917618604
timestep@1 224012: Mushroom Catheter_value_1.0,-0.007977388939974836
timestep@3 223818_value_Very Mild,-0.00797654250501807
"timestep@2 228410_value_Lifts against gravity, no resistance",-0.007965382776314476
"timestep@2 224154_value_(-0.001, 500.0]",-0.007964650790800889
timestep@3 224633_value_Not assessed,-0.007964074168924579
timestep@3 227473_value_Leg - Right,-0.007962005613495988
timestep@1 227957_value_Yes,-0.007961854995961503
timestep@2 223918_value_Lifts and Holds,-0.007961538232183415
"timestep@3 220060_value_(6.999, 15.0]",-0.007960331319480159
timestep@1 224017_value_18 French,-0.007954425663219198
"timestep@1 226375_Amount_value_(720.0, 1240.0]",-0.007950820787408754
"timestep@3 RR_value_(20.0, 24.0]",-0.007950573583263502
"timestep@2 227366_value_(-0.001, 1.0]",-0.007949500918541194
"timestep@3 51000_value_(68.0, 87.0]",-0.007935588161942142
timestep@2 225234: Oozing_value_1.0,-0.00793402699612906
timestep@1 225770_value_Not assessed,-0.0079313418303161
timestep@3 227345_value_Immobile,-0.007931143510606505
timestep@0 223792: Local/regional anesthetic_value_1.0,-0.007926640845902807
"timestep@2 224563_value_(-0.001, 0.2]",-0.007924576472496617
"timestep@0 226571_value_(200.0, 2000.0]",-0.007923798120829413
"timestep@0 228409_value_Lifts against gravity, no resistance",-0.007917549811499017
timestep@3 50943_value_NEGATIVE,-0.0079141537959661
timestep@1 224027_value_Cold,-0.007910628530897324
"timestep@3 226575_value_(150.0, 300.0]",-0.007905981052214817
"timestep@3 224917_value_(0.499, 1.0]",-0.007894520238101057
timestep@0 224788_value_Jejunostomy,-0.00789119476048718
timestep@0 223953_value_Serosanguinous,-0.00788986374957029
timestep@1 223758_value_DNR (do not resuscitate),-0.007884532066707903
timestep@2 224931: Abdominal_value_1.0,-0.007883321417185127
"timestep@0 224878_value_(-0.646, 0.0365]",-0.007883097581006563
timestep@1 224889_value_Not applicable ,-0.007880228612336353
timestep@3 224965_value_Unable to stage; wound is covered with eschar,-0.007880154498905527
timestep@3 223806_value_Not Visible...,-0.007875003577753014
"timestep@1 50908_value_(11.1, 27.0]",-0.007872879790671665
"timestep@0 226559_value_(240.0, 4000.0]",-0.007869329421540382
"timestep@2 50910_value_(378.0, 249800.0]",-0.007867024261141404
"timestep@3 224930: Knee, Right_value_1.0",-0.007864907712922815
"timestep@3 51254_value_(2.2, 3.4]",-0.007862441276580485
timestep@0 228308: > 30 mL bilious returns_value_1.0,-0.007860216330604129
timestep@2 223792: Ice Pack_value_1.0,-0.007859531196551972
"timestep@3 50907_value_(58.999, 121.8]",-0.00784881842279403
"timestep@2 50954_value_(411.0, 14450.0]",-0.007847962647193726
timestep@2 51523_value_HOLD,-0.007842363276221894
"timestep@3 225108_value_(0.4, 1.0]",-0.007834336048926959
"timestep@0 51082_value_(2.999, 37.0]",-0.007833668320286466
timestep@2 224801_value_Thrill Yes,-0.007829981486657226
"timestep@3 224032: Body, Upper_value_1.0",-0.007827403297657735
timestep@0 228411_value_No movement,-0.007824425979696988
"timestep@2 50935_value_(6.999, 81.0]",-0.00782137349931969
"timestep@3 224032: Heel, Right_value_1.0",-0.007817483963274228
timestep@2 228303_value_No,-0.007813283940780322
timestep@1 224960: Red_value_1.0,-0.007813188422363964
timestep@0 224040: Not assessed_value_1.0,-0.007809389081697846
timestep@2 224797_value_Pink,-0.00780884175953245
timestep@0 225153_InputRoute: Drug Push_value_1.0,-0.007807545883133797
timestep@1 224876_value_Clots,-0.007799215519069487
timestep@3 227128_value_Lateral ,-0.007796644296360173
timestep@2 225014_value_None,-0.0077942759779671515
timestep@0 228233_value_0.0,-0.007792188116277108
timestep@1 227700: Provided comfort with lines and tubes_value_1.0,-0.007791640869354581
"timestep@1 227523_Rate_value_(0.4166666599999999, 0.8333333099999999]",-0.007787343780248578
timestep@0 227968_value_No,-0.0077864681264775415
timestep@3 223943: Doppler_value_1.0,-0.00778100644560182
"timestep@0 225168_Rate_value_(2.35, 3.333]",-0.007774897736861456
timestep@2 223783: Right Flank_value_1.0,-0.0077731705192889055
"timestep@1 223805_value_Mild Nausea, No Vomiting...",-0.007763101778500983
"timestep@0 224878_value_(0.0895, 31.136]",-0.007756045620067715
"timestep@3 50953_value_(248.0, 290.6]",-0.007755002980400247
"timestep@0 226375_Amount_value_(720.0, 1240.0]",-0.007752832658633283
"timestep@0 222051_Rate_value_(0.198, 47.729]",-0.007751895403705456
timestep@1 225470_value_1.0,-0.007751362140324979
timestep@0 223907_value_Fully Dilated,-0.007750757415612943
timestep@1 224011_value_Semi-Formed,-0.00775072603885978
timestep@0 224958: Yellow_value_1.0,-0.007750272662058999
timestep@2 223916: Nail Bed_value_1.0,-0.007748340892701518
timestep@2 223902_value_None,-0.007747892441385142
timestep@2 224944_value_Hematoma,-0.007739594489961876
"timestep@2 223260_Amount_value_(1.999, 10.0]",-0.007738012467287194
timestep@3 224834_value_Yes,-0.007736400906187897
"timestep@2 224931: Heel, Right_value_1.0",-0.0077255327400415335
"timestep@3 225154_Amount_value_(0.4999999, 2.0]",-0.007721059949590328
timestep@2 224073: Hypertension_value_1.0,-0.007705636528450531
timestep@0 224105: Bair Hugger_value_1.0,-0.0076996738499507085
"timestep@0 224663_value_(1.0, 2.0]",-0.007699341579630457
"timestep@1 50983_value_(139.0, 141.0]",-0.007698140473172228
"timestep@2 220052_value_(-135.001, 70.0]",-0.00769725672512047
ADMISSION_TYPE_value:EMERGENCY,-0.007696734122104792
timestep@3 225135: Addiction Nurse_value_1.0,-0.007695463219148807
timestep@2 223902_value_Mute,-0.007692562889785457
timestep@0 225813_value_Worst,-0.007691629263341339
timestep@0 223784: Sitting Up_value_1.0,-0.007691015710233421
timestep@1 224084_value_Chair,-0.007689431717113553
timestep@1 224945_value_Skin tear,-0.007682132674499198
"timestep@2 224183_value_(-1.915, -0.763]",-0.007678574408726507
"timestep@0 51221_value_(32.8, 36.8]",-0.0076784573971695694
"timestep@2 51301_value_(11.5, 15.3]",-0.0076755187802107615
timestep@1 227681: Bed alarm activated_value_1.0,-0.00767238605952077
"timestep@1 224328_value_(0.24, 0.25]",-0.007670447437836728
timestep@3 225860_InputRoute_value_Drug Push,-0.007669516946160716
timestep@3 225860_Dose_value_1.0,-0.007669516946160716
timestep@3 225860_value_1.0,-0.007669516946160716
"timestep@1 228096_value_-5 Unarousable, no response to voice or physical stimulation",-0.0076673365840253796
timestep@0 224109_value_Miami J,-0.00766721528210435
timestep@3 224889_value_Not applicable ,-0.00766530673107609
"timestep@1 221794_Rate_value_(0.0323, 0.0833]",-0.007664797604520169
timestep@0 224281: Bleeding_value_1.0,-0.007663317502204268
timestep@1 228334_value_No,-0.007657788476522591
"timestep@3 220952_Amount_value_(12.499, 25.0]",-0.007655300858343593
timestep@1 227588: GI aspirates > 30 ml_value_1.0,-0.007651390126309155
"timestep@0 221468_Rate_value_(0.08333, 0.1667]",-0.007643986599292257
timestep@3 226479_value_PVC's,-0.007638235547897442
timestep@3 223253_value_1.0,-0.007637697275095673
timestep@0 223806_value_Not Visible..,-0.007637510285861469
"timestep@1 50904_value_(41.0, 50.0]",-0.007636327556991832
timestep@1 228337_value_Yes,-0.007619632435740106
"timestep@2 224290_value_(-0.591, 0.019]",-0.0076191757001993305
timestep@2 224769_value_Warm,-0.007609106518200976
"timestep@3 227969: Clear, firm limit setting_value_1.0",-0.007608361298825256
timestep@2 227577_value_Spontaneous (S),-0.007605714897149771
"timestep@1 50878_value_(3.999, 20.0]",-0.007605531837970385
timestep@2 227472_value_Hip - Left,-0.0076054906591819
"timestep@3 227579_value_(-0.001, 5.0]",-0.007602136786776005
timestep@1 223987_value_Clear,-0.0076016064604409175
timestep@2 224075_value_No,-0.007596243962343785
timestep@1 227680: Both arms_value_1.0,-0.007594206443053891
"timestep@3 224032: Foot, Left_value_1.0",-0.0075934546870617065
"timestep@2 223752_value_(7.999, 90.0]",-0.007591653657182522
timestep@2 223926_value_Ventricular,-0.007589995572555915
timestep@0 224806_value_Wet,-0.007584796569632437
timestep@2 224425_value_Dry and Intact,-0.007579603826740943
timestep@2 227988_value_Right,-0.007579586835240336
"timestep@3 51097_value_(22.0, 34.0]",-0.007575354004159997
timestep@3 227954: Awake_value_1.0,-0.007569651238926436
timestep@3 224958: Yellow_value_1.0,-0.007568021452256038
timestep@0 227472_value_Leg - Lower Left,-0.007565384547806937
timestep@0 228401_value_No,-0.007558342518387914
timestep@1 223940_value_Easily Palpable,-0.0075555790219650485
"timestep@3 227791_value_(-3660.2070000000003, 0.00901]",-0.007554348857384156
timestep@1 223806_value_Not Visible...,-0.007551570530418518
"timestep@3 51249_value_(32.3, 33.3]",-0.007542933383376477
timestep@1 223794_value_Tolerable,-0.007539235032492537
"timestep@2 225756_value_(0.0599, 0.0968]",-0.0075269517475149835
timestep@3 225029: Dry and intact_value_1.0,-0.0075237377511216215
"timestep@2 224282_value_(-335.86199999999997, -0.263]",-0.00752179655288297
"timestep@0 221744_Amount_value_(0.0115, 0.025]",-0.007519749135602802
"timestep@3 227684: Clear, firm limit setting_value_1.0",-0.007516847068623196
"timestep@0 221468_Rate_value_(0.041569999999999996, 0.08333]",-0.007516116531479514
timestep@1 221347_value_1.0,-0.007512063527136878
timestep@3 224835_value_Yes,-0.007511623045919051
timestep@3 224031: Right Arm_value_1.0,-0.007506167580216908
"timestep@1 50964_value_(301.0, 313.6]",-0.0075014048172931365
timestep@3 227958: Family at bedside_value_1.0,-0.007494766352852901
"timestep@3 225851_Dose_value_(0.999, 2.0]",-0.007493896250652782
timestep@2 227684: Oriented by RN_value_1.0,-0.007492652470130324
timestep@1 51463_value_NONE,-0.007492398824372148
timestep@3 226104_value_Alert,-0.007486004874232546
timestep@3 224767_value_Hot,-0.007483051586701456
timestep@2 224640_value_MICU/SICU,-0.0074792872022123496
timestep@3 223784: Sitting Up_value_1.0,-0.007479083421718669
timestep@2 227681: Adequate lighting_value_1.0,-0.007476650624915509
"timestep@1 224930: Eye, Left_value_1.0",-0.007473082165773036
timestep@2 225005_value_1.0,-0.007472969881734415
timestep@3 227669_value_3 rails up,-0.0074699516837776455
"timestep@3 50931_value_(13.999, 98.0]",-0.007468565105618529
timestep@1 224259_value_Serous,-0.007464337544526524
timestep@1 223900_value_Confused,-0.0074634244024639005
timestep@0 223990_value_Shallow,-0.007460526608481758
timestep@0 223983_value_Flushed,-0.007459412764798803
timestep@0 227588: GI aspirates > 30 ml_value_1.0,-0.007454859613848805
timestep@1 228419_value_Yes,-0.0074537949794977725
timestep@0 224958_value_1.0,-0.007449378884502961
timestep@1 227341_value_No,-0.0074441278668753025
timestep@2 227684: Medication reviewed_value_1.0,-0.007443046617258457
timestep@1 224084_value_Ambulate,-0.007440207542268752
"timestep@0 225910_Rate_value_(0.1333334, 0.1333821]",-0.007434289988352331
"timestep@0 226582_value_(100.0, 200.0]",-0.007431676951286622
"timestep@1 225322_value_(-13.854, -1.983]",-0.007427285112994772
timestep@0 227958_value_1.0,-0.007427267342721762
timestep@0 226105_value_1.0,-0.0074263421671596115
timestep@3 225387: Bleeding_value_1.0,-0.00742537922906891
"timestep@2 50868_value_(18.0, 38.0]",-0.007424267280081844
timestep@3 224633_value_Yes,-0.007424052714054227
"timestep@2 223258_Amount_value_(6.0, 10.0]",-0.0074234539124589044
timestep@0 51268_value_1+,-0.007421082922915256
timestep@0 227954: Asleep_value_1.0,-0.007420214545793112
timestep@1 227952_value_Not Done,-0.00741888167303761
"timestep@1 226632_value_(600.0, 1000.0]",-0.0074160479668689315
timestep@1 227681: Adequate lighting_value_1.0,-0.007413083840917058
timestep@3 223760_value_Yes - But NO copy of signed proxy form in medical record,-0.007412627868052688
"timestep@1 224563_value_(-0.001, 0.2]",-0.007410797453777538
"timestep@2 DiaBP_max_(10.999, 53.0]",-0.0074085972128010175
timestep@2 223817_value_Normal Activity.,-0.0074072851583590615
"timestep@2 224280_value_(-335.86199999999997, -0.867]",-0.007405526935768177
timestep@0 225859_value_1.0,-0.007400909609649204
timestep@0 225859_Dose_value_1.0,-0.007400909609649204
timestep@0 225859_InputRoute_value_Drug Push,-0.007400909609649204
timestep@2 51516_value_>50,-0.007400323107183722
timestep@0 228419_value_Yes,-0.007391118128235124
timestep@1 227669_value_All rails up,-0.0073877039191691555
"timestep@0 220074_value_(-34.001, 5.0]",-0.00738639402275249
"timestep@2 220073_value_(0.0, 2.0]",-0.007382825398871339
"timestep@3 221906_Rate_value_(0.0133, 0.0234]",-0.007378852404603631
"timestep@0 50917_value_(0.199, 0.6]",-0.007378604783337084
timestep@0 225029: Dry and intact_value_1.0,-0.007375395732649947
timestep@1 225018_value_Small ,-0.007373637898611344
"timestep@0 224878_value_(-0.88, -0.646]",-0.007372551650841817
"timestep@0 225756_value_(-0.71, 0.0155]",-0.007372169790418086
timestep@2 224650: PVC's_value_1.0,-0.007366610530228214
"timestep@2 224952_value_(-0.001, 1.0]",-0.0073643422388006185
timestep@3 224930: Chest Tube #1_value_1.0,-0.007362756093901082
timestep@2 223934: Weak Palpable_value_1.0,-0.007362616111100262
timestep@1 227950_value_1.0,-0.007362306016827337
timestep@3 224961: Red_value_1.0,-0.0073597302811975
timestep@2 227345_value_Impaired,-0.007354895154363521
"timestep@2 224032: Eye, Left_value_1.0",-0.007353457708010094
"timestep@2 226626_value_(150.0, 250.0]",-0.00735071287304055
timestep@2 223900_value_No Response,-0.007347981831473044
"timestep@2 227356_value_(-0.001, 1.0]",-0.007341728980114922
timestep@1 225813_value_Worst,-0.007337513886414954
"timestep@2 224183_value_(-0.763, 0.0152]",-0.00733660586446932
timestep@1 224023: Parents_value_1.0,-0.007334006636131677
"timestep@1 51082_value_(90.0, 135.0]",-0.007333330158613199
"timestep@1 50909_value_(0.299, 10.68]",-0.007332914841809017
timestep@0 227626_value_On,-0.00733269204534125
timestep@1 223797_value_Nipple Line,-0.007328522854486252
timestep@2 224076: None_value_1.0,-0.007317703368389589
timestep@0 227958: Bed locked in low position_value_1.0,-0.007315422545783172
timestep@2 225879_value_1.0,-0.0073133980860656134
timestep@1 224038: Aloe Vesta Anti-Fungal Ointment_value_1.0,-0.007307523702086804
timestep@1 224093_value_Left Side,-0.007307283691075397
timestep@0 227958: Family at bedside_value_1.0,-0.007306924032581366
"timestep@2 51275_value_(29.2, 33.4]",-0.00730547162028313
"timestep@1 50908_value_(5.0, 7.66]",-0.007302908030516627
"timestep@1 223258_Rate_value_(0.108, 0.15]",-0.00730111061194986
timestep@3 224076: Listening Impairment_value_1.0,-0.007300425743591252
timestep@3 224730_value_Intact,-0.007296540410122107
timestep@3 226543_value_Jewish,-0.007291415928552497
timestep@0 227115_value_mg,-0.007284917401465064
timestep@2 223989_value_Crackles,-0.007283168558809199
"timestep@3 224328_value_(0.24, 0.25]",-0.007282095967157103
timestep@1 227753_value_Post line placement,-0.007269964832421106
"timestep@2 226515_value_(-29540.859, -25550.433]",-0.007269168859263881
timestep@1 224038: Mepilex Foam Dressing_value_1.0,-0.00726783652636085
"timestep@3 50823_value_(98.0, 100.0]",-0.00726781409510401
timestep@1 225797_value_1.0,-0.007266500794065513
timestep@3 225203_value_1.0,-0.007266372773090329
"timestep@2 220047_value_(50.0, 60.0]",-0.007264349058529947
"timestep@0 227367_value_(-0.001, 1.0]",-0.007263236992203317
timestep@2 227780_value_Changed,-0.0072629249190041345
"timestep@2 221347_Rate_value_(1.0000000000000002, 151.00001000000054]",-0.007262520626635038
timestep@0 227472_value_Leg - Left,-0.007261978201086919
"timestep@1 223258_Amount_value_(4.0, 6.0]",-0.007259902329717725
"timestep@2 221906_Rate_value_(-0.0006000000000000001, 0.00433]",-0.007254100706654288
timestep@1 223903_value_Mouthing Words,-0.007249808134294675
timestep@0 224944_value_Abrasion,-0.007249328754073774
timestep@1 223919_value_Normal strength,-0.007248987279876685
timestep@0 223993_value_Left Anterior,-0.00724740514832021
timestep@3 225059: Diabetes - Insulin_value_1.0,-0.007243892636932212
"timestep@1 228096_value_-2 Light sedation, briefly awakens to voice (eye opening/contact) < 10 sec",-0.007243723699634493
timestep@2 226124_value_1.0,-0.007242459329159612
timestep@0 223811_value_Moderate Anxiety....,-0.007240409164417882
"timestep@0 223752_value_(90.0, 980.0]",-0.007238350208980037
timestep@0 228402: Headache_value_1.0,-0.007236076292468337
timestep@1 228229_value_Able to move 4 extremities voluntarily or on command,-0.007228656747302628
"timestep@3 50949_value_(11.999, 127.4]",-0.007227017240046778
timestep@2 224044_value_Not applicable ,-0.007219862887509436
timestep@1 225893_value_1.0,-0.00721961749600351
"timestep@1 51146_value_(-0.001, 0.1]",-0.007219293732600936
timestep@1 224902_value_None,-0.007212359440559407
"timestep@2 224279_value_(-366.912, 0.0174]",-0.007212261854239141
"timestep@1 226588_value_(45.0, 80.0]",-0.007209819022164762
"timestep@0 RR_max_(-0.001, 15.0]",-0.007207411312374857
timestep@0 225019_value_None,-0.0072053376424509276
"timestep@1 228345_value_Delayed, weak swallow; OR NPO, moderate aspiration.",-0.0072034025714798845
timestep@3 224959: Red/Purple_value_1.0,-0.007203278628340704
timestep@2 224088: Multipodis Boots_value_1.0,-0.007188559432477521
timestep@0 227965_value_1.0,-0.007184237919789056
"timestep@3 224952_value_(2.5, 4.0]",-0.007182228757538567
"timestep@1 50907_value_(121.8, 149.6]",-0.00718023143235006
"timestep@0 50983_value_(137.0, 139.0]",-0.007180213782769451
"timestep@2 51146_value_(0.4, 6.0]",-0.007179703464726121
timestep@0 224032_value_1.0,-0.007175377961354446
timestep@0 227119_value_Thoracic,-0.007173698456798553
"timestep@1 224930: Arm, Left Lower_value_1.0",-0.007173117561828486
timestep@0 227684: Non-slip footwear provided_value_1.0,-0.007172549352086882
timestep@0 224631_value_Red; unbroken,-0.007171897128088546
"timestep@2 226515_value_(-37478.914, -29540.859]",-0.007157235020373626
timestep@2 224012: Ileostomy_value_1.0,-0.007156485342853201
"timestep@0 224288_value_(0.122, 31.156]",-0.007149803501948859
timestep@0 224019_value_Continous Irrigation,-0.0071418547737333036
